title,rank,date,artist,url,region,chart,trend,streams
All I Want for Christmas Is You,24,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Singapore,top200,MOVE_UP,17226
All I Want for Christmas Is You,2,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Slovakia,top200,MOVE_UP,6397
All I Want for Christmas Is You,44,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,South Africa,top200,MOVE_DOWN,2028
All I Want for Christmas Is You,82,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Spain,top200,MOVE_DOWN,69037
All I Want for Christmas Is You,1,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Sweden,top200,SAME_POSITION,185921
All I Want for Christmas Is You,3,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Switzerland,top200,MOVE_UP,29774
All I Want for Christmas Is You,77,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Taiwan,top200,MOVE_UP,6817
All I Want for Christmas Is You,94,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Thailand,top200,MOVE_UP,4537
All I Want for Christmas Is You,1,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,United Kingdom,top200,MOVE_UP,577134
All I Want for Christmas Is You,12,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,United States,top200,MOVE_UP,957816
All I Want for Christmas Is You,25,2018-12-14,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Vietnam,top200,MOVE_DOWN,2358
All I Want for Christmas Is You,52,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Germany,top200,SAME_POSITION,109714
All I Want for Christmas Is You,49,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Global,top200,MOVE_DOWN,1379270
All I Want for Christmas Is You,44,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Greece,top200,MOVE_DOWN,2156
All I Want for Christmas Is You,88,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Finland,top200,MOVE_DOWN,10434
All I Want for Christmas Is You,197,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Hong Kong,top200,MOVE_DOWN,2548
All I Want for Christmas Is You,5,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Australia,top200,MOVE_UP,169687
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Austria,top200,MOVE_UP,39344
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Belgium,top200,SAME_POSITION,48909
All I Want for Christmas Is You,23,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Iceland,top200,MOVE_UP,2786
All I Want for Christmas Is You,40,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Ireland,top200,MOVE_DOWN,14748
All I Want for Christmas Is You,5,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Canada,top200,MOVE_UP,176744
All I Want for Christmas Is You,64,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Hungary,top200,MOVE_DOWN,2998
All I Want for Christmas Is You,64,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Japan,top200,MOVE_DOWN,10585
All I Want for Christmas Is You,107,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Costa Rica,top200,MOVE_UP,3539
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Czech Republic,top200,SAME_POSITION,17897
All I Want for Christmas Is You,168,2018-10-24,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Denmark,top200,NEW_ENTRY,8383
All I Want for Christmas Is You,2,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Denmark,top200,SAME_POSITION,91413
All I Want for Christmas Is You,133,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Dominican Republic,top200,MOVE_DOWN,1649
All I Want for Christmas Is You,32,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Netherlands,top200,MOVE_DOWN,86222
All I Want for Christmas Is You,177,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Ecuador,top200,NEW_ENTRY,3357
All I Want for Christmas Is You,160,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,El Salvador,top200,MOVE_DOWN,1112
All I Want for Christmas Is You,2,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Estonia,top200,MOVE_UP,3104
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Finland,top200,MOVE_UP,44323
All I Want for Christmas Is You,158,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,New Zealand,top200,MOVE_UP,6409
All I Want for Christmas Is You,26,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Norway,top200,MOVE_UP,45839
All I Want for Christmas Is You,32,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,France,top200,MOVE_UP,86326
All I Want for Christmas Is You,2,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Germany,top200,MOVE_UP,495656
All I Want for Christmas Is You,2,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Global,top200,MOVE_UP,4386503
All I Want for Christmas Is You,6,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Greece,top200,MOVE_UP,5508
All I Want for Christmas Is You,124,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Guatemala,top200,MOVE_UP,2352
All I Want for Christmas Is You,100,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Honduras,top200,SAME_POSITION,1242
All I Want for Christmas Is You,5,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Hong Kong,top200,SAME_POSITION,11177
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Hungary,top200,SAME_POSITION,17611
All I Want for Christmas Is You,168,2018-12-15,Michael Bublé,https://open.spotify.com/track/0xPaZrF25ltzvz1a2Pm5DQ,Hungary,top200,NEW_ENTRY,2249
All I Want for Christmas Is You,9,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Iceland,top200,MOVE_UP,6082
All I Want for Christmas Is You,121,2018-12-15,Michael Bublé,https://open.spotify.com/track/0xPaZrF25ltzvz1a2Pm5DQ,Iceland,top200,MOVE_UP,1506
All I Want for Christmas Is You,122,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Indonesia,top200,MOVE_UP,21527
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Ireland,top200,MOVE_UP,59266
All I Want for Christmas Is You,151,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Philippines,top200,MOVE_DOWN,25785
All I Want for Christmas Is You,54,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Poland,top200,MOVE_DOWN,20109
All I Want for Christmas Is You,15,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Italy,top200,MOVE_UP,162564
All I Want for Christmas Is You,2,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Japan,top200,SAME_POSITION,38199
All I Want for Christmas Is You,173,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Portugal,top200,MOVE_DOWN,3543
All I Want for Christmas Is You,49,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Romania,top200,MOVE_DOWN,2082
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Latvia,top200,MOVE_UP,3765
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Lithuania,top200,MOVE_UP,4015
All I Want for Christmas Is You,34,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Malaysia,top200,MOVE_UP,12514
All I Want for Christmas Is You,153,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Singapore,top200,MOVE_DOWN,6955
All I Want for Christmas Is You,70,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Slovakia,top200,MOVE_DOWN,1561
All I Want for Christmas Is You,2,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Netherlands,top200,MOVE_UP,250455
All I Want for Christmas Is You,6,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,New Zealand,top200,MOVE_UP,35572
All I Want for Christmas Is You,30,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Sweden,top200,MOVE_UP,58699
All I Want for Christmas Is You,91,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Switzerland,top200,MOVE_DOWN,7156
All I Want for Christmas Is You,113,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Panama,top200,MOVE_DOWN,1830
All I Want for Christmas Is You,40,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Philippines,top200,MOVE_UP,64061
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Poland,top200,SAME_POSITION,105157
All I Want for Christmas Is You,14,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Portugal,top200,MOVE_UP,16103
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Romania,top200,MOVE_UP,6367
All I Want for Christmas Is You,2,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Norway,top200,SAME_POSITION,135400
All I Want for Christmas Is You,9,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Singapore,top200,MOVE_UP,20146
All I Want for Christmas Is You,2,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Slovakia,top200,SAME_POSITION,8895
All I Want for Christmas Is You,32,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,South Africa,top200,MOVE_UP,2130
All I Want for Christmas Is You,56,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Spain,top200,MOVE_UP,81359
All I Want for Christmas Is You,2,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Sweden,top200,MOVE_DOWN,237749
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Switzerland,top200,MOVE_UP,40479
All I Want for Christmas Is You,56,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Taiwan,top200,MOVE_UP,7163
All I Want for Christmas Is You,90,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Thailand,top200,MOVE_UP,4521
All I Want for Christmas Is You,1,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,United Kingdom,top200,SAME_POSITION,645731
All I Want for Christmas Is You,161,2018-12-15,Michael Bublé,https://open.spotify.com/track/0xPaZrF25ltzvz1a2Pm5DQ,United Kingdom,top200,NEW_ENTRY,73522
All I Want for Christmas Is You,10,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,United States,top200,MOVE_UP,1058852
All I Want for Christmas Is You,34,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,United Kingdom,top200,MOVE_DOWN,139766
All I Want for Christmas Is You,42,2018-11-21,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,United States,top200,MOVE_UP,523590
All I Want for Christmas Is You,118,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Australia,top200,MOVE_UP,36685
All I Want for Christmas Is You,29,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Austria,top200,SAME_POSITION,10737
All I Want for Christmas Is You,16,2018-12-15,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Vietnam,top200,MOVE_UP,2026
All I Want for Christmas Is You,5,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Australia,top200,SAME_POSITION,161865
All I Want for Christmas Is You,40,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Canada,top200,MOVE_UP,67136
All I Want for Christmas Is You,56,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Belgium,top200,MOVE_UP,9573
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Austria,top200,SAME_POSITION,36252
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Belgium,top200,SAME_POSITION,47953
All I Want for Christmas Is You,3,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Canada,top200,MOVE_UP,170290
All I Want for Christmas Is You,37,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Czech Republic,top200,MOVE_UP,5586
All I Want for Christmas Is You,173,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Colombia,top200,NEW_ENTRY,5305
All I Want for Christmas Is You,16,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Denmark,top200,MOVE_UP,38801
All I Want for Christmas Is You,186,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Dominican Republic,top200,NEW_ENTRY,1106
All I Want for Christmas Is You,93,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Costa Rica,top200,MOVE_UP,3379
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Czech Republic,top200,SAME_POSITION,17542
All I Want for Christmas Is You,2,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Denmark,top200,SAME_POSITION,76808
All I Want for Christmas Is You,128,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Dominican Republic,top200,MOVE_UP,1522
All I Want for Christmas Is You,141,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Ecuador,top200,MOVE_UP,3175
All I Want for Christmas Is You,2,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Estonia,top200,SAME_POSITION,2942
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Finland,top200,SAME_POSITION,37003
All I Want for Christmas Is You,33,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,France,top200,MOVE_DOWN,75419
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Germany,top200,MOVE_UP,590382
All I Want for Christmas Is You,2,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Global,top200,SAME_POSITION,4185555
All I Want for Christmas Is You,82,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Finland,top200,MOVE_UP,11178
All I Want for Christmas Is You,52,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Germany,top200,SAME_POSITION,111062
All I Want for Christmas Is You,41,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Global,top200,MOVE_UP,1500227
All I Want for Christmas Is You,37,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Greece,top200,MOVE_UP,2307
All I Want for Christmas Is You,172,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Hong Kong,top200,MOVE_UP,2787
All I Want for Christmas Is You,2,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Greece,top200,MOVE_UP,5324
All I Want for Christmas Is You,88,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Guatemala,top200,MOVE_UP,2457
All I Want for Christmas Is You,98,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Honduras,top200,MOVE_UP,1097
All I Want for Christmas Is You,5,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Hong Kong,top200,SAME_POSITION,10551
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Hungary,top200,SAME_POSITION,13908
All I Want for Christmas Is You,192,2018-12-16,Michael Bublé,https://open.spotify.com/track/0xPaZrF25ltzvz1a2Pm5DQ,Hungary,top200,MOVE_DOWN,1725
All I Want for Christmas Is You,9,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Iceland,top200,SAME_POSITION,5511
All I Want for Christmas Is You,98,2018-12-16,Michael Bublé,https://open.spotify.com/track/0xPaZrF25ltzvz1a2Pm5DQ,Iceland,top200,MOVE_UP,1581
All I Want for Christmas Is You,133,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Indonesia,top200,MOVE_DOWN,19276
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Ireland,top200,SAME_POSITION,52202
All I Want for Christmas Is You,10,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Italy,top200,MOVE_UP,163218
All I Want for Christmas Is You,25,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Iceland,top200,MOVE_DOWN,2904
All I Want for Christmas Is You,2,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Japan,top200,SAME_POSITION,38818
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Latvia,top200,SAME_POSITION,4231
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Lithuania,top200,SAME_POSITION,4011
All I Want for Christmas Is You,35,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Malaysia,top200,MOVE_DOWN,12391
All I Want for Christmas Is You,187,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Mexico,top200,NEW_ENTRY,50020
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Netherlands,top200,MOVE_UP,242923
All I Want for Christmas Is You,7,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,New Zealand,top200,MOVE_DOWN,32272
All I Want for Christmas Is You,35,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Ireland,top200,MOVE_UP,16285
All I Want for Christmas Is You,2,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Norway,top200,SAME_POSITION,115182
All I Want for Christmas Is You,100,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Panama,top200,MOVE_UP,1745
All I Want for Christmas Is You,55,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Japan,top200,MOVE_UP,10696
All I Want for Christmas Is You,54,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Lithuania,top200,NEW_ENTRY,1124
All I Want for Christmas Is You,56,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Hungary,top200,MOVE_UP,3224
All I Want for Christmas Is You,43,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Philippines,top200,MOVE_DOWN,59470
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Poland,top200,SAME_POSITION,96651
All I Want for Christmas Is You,15,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Portugal,top200,MOVE_DOWN,13852
All I Want for Christmas Is You,28,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Netherlands,top200,MOVE_UP,92770
All I Want for Christmas Is You,141,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,New Zealand,top200,MOVE_UP,7080
All I Want for Christmas Is You,24,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Norway,top200,MOVE_UP,48700
All I Want for Christmas Is You,159,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Philippines,top200,MOVE_DOWN,25516
All I Want for Christmas Is You,51,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Poland,top200,MOVE_UP,21499
All I Want for Christmas Is You,165,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Portugal,top200,MOVE_UP,3541
All I Want for Christmas Is You,48,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Romania,top200,MOVE_UP,2152
All I Want for Christmas Is You,150,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Singapore,top200,MOVE_UP,6980
All I Want for Christmas Is You,67,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Slovakia,top200,MOVE_UP,1562
All I Want for Christmas Is You,15,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Sweden,top200,MOVE_UP,88526
All I Want for Christmas Is You,91,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Switzerland,top200,SAME_POSITION,7160
All I Want for Christmas Is You,30,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,United Kingdom,top200,MOVE_UP,152947
All I Want for Christmas Is You,29,2018-11-22,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,United States,top200,MOVE_UP,569383
All I Want for Christmas Is You,92,2018-11-23,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Australia,top200,MOVE_UP,42862
All I Want for Christmas Is You,30,2018-11-23,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Austria,top200,MOVE_DOWN,12290
All I Want for Christmas Is You,57,2018-11-23,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Belgium,top200,MOVE_DOWN,9901
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Romania,top200,SAME_POSITION,5329
All I Want for Christmas Is You,13,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Singapore,top200,MOVE_DOWN,17168
All I Want for Christmas Is You,2,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Slovakia,top200,SAME_POSITION,7270
All I Want for Christmas Is You,24,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,South Africa,top200,MOVE_UP,2145
All I Want for Christmas Is You,30,2018-11-23,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Canada,top200,MOVE_UP,75660
All I Want for Christmas Is You,49,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Spain,top200,MOVE_UP,76135
All I Want for Christmas Is You,36,2018-11-23,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Czech Republic,top200,MOVE_UP,5754
All I Want for Christmas Is You,2,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Sweden,top200,SAME_POSITION,213818
All I Want for Christmas Is You,1,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Switzerland,top200,SAME_POSITION,42832
All I Want for Christmas Is You,13,2018-11-23,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Denmark,top200,MOVE_UP,44514
All I Want for Christmas Is You,56,2018-12-16,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Taiwan,top200,SAME_POSITION,6981
